Current Official Name of Satellite,Country of Operator/Owner,Users,Purpose,Class of Orbit,Perigee (km),Apogee (km),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Satellite Status,Risk Cluster
Starlink-6076                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6077                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6078                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6079                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6080                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6081                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6082                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6083                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6084                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6088                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6089                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6090                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6091                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6092                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6093                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6094                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6095                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6096                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6101                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6102,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6103                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6104                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6105                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6107                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6109                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6113                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6114                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6115                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6117,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6119                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6120                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6121                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6122                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6124                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Starlink-6126                ,USA,Commercial,Communications,LEO,564.0,567.0,290.0,2023-03-29,4.0,Active,High Risk
Steamsat-1,Poland/UK,Commercial,Technology Development,LEO,495.0,501.0,5.0,2022-01-13,5.0,Active,High Risk
STORK-1,Poland,Commercial,Earth Observation,LEO,521.0,540.0,5.0,2022-01-13,5.0,Active,High Risk
STORK-2,Poland,Commercial,Earth Observation,LEO,519.0,534.0,5.0,2022-01-13,5.0,Active,High Risk
STORK-3,Poland,Commercial,Earth Observation,LEO,502.0,508.0,5.0,2022-01-13,5.0,Active,High Risk
STORK-4 ,Poland,Commercial,Earth Observation,LEO,495.0,525.0,5.0,2021-06-30,5.0,Active,High Risk
STORK-5 (Marta),Poland,Commercial,Earth Observation,LEO,495.0,522.0,5.0,2021-06-30,5.0,Active,High Risk
STPSat-6,USA,Military,Technology Demonstration,GEO,36097.0,36110.0,1000.0,2021-12-07,2.0,Inactive (Archaeology),High Risk
Cosmos 2385,Russia,Military,Communications,LEO,1417.0,1425.0,225.0,2001-12-27,3.0,Inactive (Archaeology),High Risk
Cosmos 2386,Russia,Military,Communications,LEO,1415.0,1419.0,225.0,2001-12-27,3.0,Inactive (Archaeology),High Risk
Cosmos 2390,Russia,Military,Communications,LEO,1468.0,1506.0,225.0,2002-07-08,3.0,Inactive (Archaeology),High Risk
Cosmos 2391,Russia,Military,Communications,LEO,1466.0,1506.0,225.0,2002-07-08,3.0,Inactive (Archaeology),High Risk
Cosmos 2400,Russia,Military,Communications,LEO,1467.0,1503.0,225.0,2003-08-19,3.0,Inactive (Archaeology),High Risk
Cosmos 2401,Russia,Military,Communications,LEO,1465.0,1502.0,225.0,2003-08-19,3.0,Inactive (Archaeology),High Risk
Cosmos 2408,Russia,Military,Communications,LEO,1471.0,1495.0,225.0,2004-09-23,3.0,Inactive (Archaeology),High Risk
Cosmos 2409,Russia,Military,Communications,LEO,1474.0,1495.0,225.0,2004-09-23,3.0,Inactive (Archaeology),High Risk
STSat-2C,South Korea,Government,Technology Development,LEO,298.0,1482.0,93.0,2013-01-30,2.0,Inactive (Archaeology),High Risk
Superbird 7,Japan,Commercial,Communications,GEO,35778.0,35794.0,5000.0,2008-08-14,15.0,Inactive (Archaeology),Medium Risk
Superview 1-01,China,Commercial,Earth Observation,LEO,352.0,525.0,560.0,2016-12-28,8.0,Inactive (Archaeology),High Risk
Superview 1-02,China,Commercial,Earth Observation,LEO,343.0,548.0,560.0,2016-12-28,8.0,Inactive (Archaeology),High Risk
Superview 1-03,China,Commercial,Earth Observation,LEO,517.0,535.0,560.0,2018-01-08,8.0,Active,High Risk
Superview 1-04,China,Commercial,Earth Observation,LEO,515.0,534.0,560.0,2018-01-08,8.0,Active,High Risk
SWARM-A,ESA,Government,Earth Observation,LEO,473.0,476.0,468.0,2013-11-22,4.0,Inactive (Archaeology),High Risk
SWARM-B,ESA,Government,Earth Observation,LEO,473.0,476.0,468.0,2013-11-22,4.0,Inactive (Archaeology),High Risk
SWARM-C,ESA,Government,Earth Observation,LEO,486.0,496.0,468.0,2013-11-22,4.0,Inactive (Archaeology),High Risk
Swift,USA/United Kingdom/Italy,Government/Civil,Space Science,LEO,551.0,576.0,1463.0,2004-11-20,7.0,Inactive (Archaeology),High Risk
SwissCube,Switzerland,Civil,Technology Development,LEO,710.0,720.0,1.0,2009-09-23,1.0,Inactive (Archaeology),High Risk
Syracuse 3A,France,Military,Communications,GEO,35778.0,35792.0,3725.0,2005-10-13,12.0,Inactive (Archaeology),Medium Risk
Syracuse 3B,France,Military,Communications,GEO,35772.0,35801.0,3750.0,2006-08-11,12.0,Inactive (Archaeology),Medium Risk
Syracuse 4A,France,Military,Communications,GEO,35770.0,35800.0,3852.0,2021-10-24,15.0,Active,Medium Risk
TanDEM-X,Germany,Government,Earth Observation,LEO,507.0,510.0,1350.0,2010-06-21,5.0,Inactive (Archaeology),High Risk
Tango,ESA,Government,Space Science,Elliptical,17313.0,120961.0,1200.0,2000-08-09,4.0,Inactive (Archaeology),High Risk
TanSat,China,Government,Earth Observation,LEO,690.0,718.0,620.0,2016-12-21,3.0,Inactive (Archaeology),High Risk
TDRS-10,USA,Government,Communications,GEO,35768.0,35802.0,3180.0,2002-12-04,11.0,Inactive (Archaeology),Medium Risk
TDRS-11,USA,Government,Communications,GEO,35732.0,35844.0,3454.0,2013-01-31,15.0,Active,Medium Risk
TDRS-12,USA,Government,Communications,GEO,35780.0,35785.0,3454.0,2014-01-23,15.0,Active,Medium Risk
TDRS-13,USA,Government,Communications,GEO,35755.0,35813.0,3452.0,2017-08-18,15.0,Active,Medium Risk
TDRS-3,USA,Government,Communications,GEO,35693.0,35878.0,3180.0,1988-09-29,10.0,Inactive (Archaeology),Medium Risk
TDRS-5,USA,Government/Commercial,Communications,GEO,35773.0,35796.0,3180.0,1991-08-02,10.0,Inactive (Archaeology),Medium Risk
TDRS-6,USA,Government/Commercial,Communications,GEO,35773.0,35787.0,3180.0,1993-01-13,10.0,Inactive (Archaeology),Medium Risk
TDRS-7,USA,Government,Communications,GEO,35767.0,35803.0,3180.0,1995-07-13,10.0,Inactive (Archaeology),Medium Risk
TDRS-8,USA,Government,Communications,GEO,35768.0,35808.0,3180.0,2000-06-30,11.0,Inactive (Archaeology),Medium Risk
TDRS-9,USA,Government,Communications,GEO,35768.0,35809.0,3180.0,2002-03-08,11.0,Inactive (Archaeology),Medium Risk
Technosat,Germany,Civil,Technology Demonstration,LEO,586.0,605.0,18.0,2017-07-14,2.0,Inactive (Archaeology),High Risk
TeLEOS 1,Singapore,Commercial,Earth Observation,LEO,535.0,550.0,400.0,2015-12-16,5.0,Inactive (Archaeology),High Risk
Telkom 3S,Indonesia,Commercial,Communications,GEO,35780.0,35795.0,3550.0,2017-02-14,18.0,Active,Medium Risk
Telstar 11N,Canada,Commercial,Communications,GEO,35774.0,35801.0,4010.0,2009-02-26,15.0,Inactive (Archaeology),Medium Risk
Telstar 12V,Canada,Commercial,Communications,GEO,35645.0,35727.0,4900.0,2015-11-24,15.0,Active,Medium Risk
Telstar 14R,Canada,Commercial,Communications,GEO,35783.0,35791.0,4970.0,2011-05-20,15.0,Active,Medium Risk
Telstar 18 Vantage,Canada,Commercial,Communications,GEO,35777.0,35795.0,7060.0,2018-09-10,15.0,Active,Medium Risk
Telstar 19 Vantage,Canada,Commercial,Communications,GEO,35780.0,35792.0,7075.0,2018-07-22,15.0,Active,Medium Risk
TEMPEST-D,USA,Civil,Space Science,LEO,399.0,407.0,10.0,2018-07-13,1.0,Inactive (Archaeology),High Risk
Ten-Koh,Japan,Civil,Space Science,LEO,595.0,613.0,23.0,2018-10-29,1.0,Inactive (Archaeology),High Risk
TerraSAR X-1,Germany,Government/Commercial,Earth Observation,LEO,507.0,509.0,1230.0,2007-06-15,5.0,Inactive (Archaeology),High Risk
TerraStar 1,USA,Commercial,Communications,GEO,35783.0,35791.0,6910.0,2009-07-01,15.0,Inactive (Archaeology),Medium Risk
TESS,USA,Government,Space Science,Elliptical,258.0,268488.0,362.0,2018-04-18,20.0,Active,High Risk
TET-1,Germany,Commercial,Technology Development,LEO,501.0,505.0,120.0,2012-07-22,1.0,Inactive (Archaeology),High Risk
Thaicom-4,Thailand,Commercial,Communications,GEO,35775.0,35798.0,6505.0,2005-08-11,12.0,Inactive (Archaeology),Medium Risk
Thaicom-6,Thailand,Commercial,Communications,GEO,35786.0,35796.0,3325.0,2014-01-06,15.0,Active,Medium Risk
Thaicom-8,Thailand,Commercial,Communications,GEO,35843.0,35890.0,3025.0,2016-05-27,15.0,Active,Medium Risk
THEMIS A,Multinational,Government/Civil,Space Science,Elliptical,461.0,87304.0,126.0,2007-02-17,2.0,Inactive (Archaeology),High Risk
THEMIS D,Multinational,Government/Civil,Space Science,Elliptical,467.0,87260.0,126.0,2007-02-17,2.0,Inactive (Archaeology),High Risk
THEMIS E,Multinational,Government/Civil,Space Science,Elliptical,474.0,87526.0,126.0,2007-02-17,2.0,Inactive (Archaeology),High Risk
Theos,Thailand,Government,Earth Observation,LEO,824.0,826.0,750.0,2008-10-01,5.0,Inactive (Archaeology),High Risk
Thor-5 ,Norway,Commercial,Communications,GEO,35773.0,35798.0,2024.0,2008-02-11,15.0,Inactive (Archaeology),High Risk
Thor-6,Norway,Commercial,Communications,GEO,35779.0,35794.0,3050.0,2009-10-29,15.0,Inactive (Archaeology),Medium Risk
Thor-7,Norway,Commercial,Communications,GEO,35727.0,35741.0,4600.0,2015-04-26,15.0,Active,Medium Risk
Thuraya 2,United Arab Emirates,Commercial,Communications,GEO,35764.0,35807.0,5250.0,2003-06-10,12.0,Inactive (Archaeology),Medium Risk
Thuraya 3,United Arab Emirates,Commercial,Communications,GEO,35766.0,35807.0,5180.0,2008-01-15,12.0,Inactive (Archaeology),Medium Risk
Tianhe ,China,Government,Space Science,LEO,170.0,381.0,22500.0,2021-04-29,15.0,Active,Low Risk
Tianmu-1 02,China,Commercial,Meteorological,LEO,494.0,511.0,50.0,2023-01-09,2.0,Inactive (Archaeology),High Risk
Tianmu-1 03,China,Commercial,Meteorological,LEO,502.0,517.0,50.0,2023-03-22,2.0,Inactive (Archaeology),High Risk
Tianmu-1 04,China,Commercial,Meteorological,LEO,502.0,517.0,50.0,2023-03-22,2.0,Inactive (Archaeology),High Risk
Tianmu-1 05,China,Commercial,Meteorological,LEO,502.0,516.0,50.0,2023-03-22,2.0,Inactive (Archaeology),High Risk
Tianmu-1 06,China,Commercial,Meteorological,LEO,501.0,515.0,50.0,2023-03-22,2.0,Inactive (Archaeology),High Risk
Tianqin-1,China,Commercial,Earth Observation,LEO,613.0,634.0,40.0,2019-12-21,3.0,Inactive (Archaeology),High Risk
Tiantong-1-03,China,Government,Communications,GEO,35777.0,35794.0,4600.0,2021-01-19,15.0,Active,Medium Risk
TIBA-1,Egypt,Military/Commercial,Communications,GEO,35732.0,35790.0,5600.0,2019-11-26,15.0,Active,Medium Risk
TIMED,USA,Government/Civil,Space Science,LEO,612.0,613.0,587.0,2001-12-07,2.0,Inactive (Archaeology),High Risk
TRSI-2,Germany,Commercial,Technology Development,LEO,524.0,535.0,1.0,2022-05-02,1.0,Inactive (Archaeology),High Risk
TRSI-3,Germany,Commercial,Technology Development,LEO,524.0,535.0,1.0,2022-05-02,1.0,Inactive (Archaeology),High Risk
Turkmen Alem 52E/MonacoSAT,Turkmenistan/Monaco,Government/Commercial,Communications,GEO,35655.0,35784.0,4700.0,2015-04-27,15.0,Active,Medium Risk
Turksat 4A,Turkey,Commercial,Communications,GEO,35776.0,35797.0,4869.0,2014-02-14,15.0,Active,Medium Risk
Turksat 4B,Turkey,Commercial,Communications,GEO,35787.0,35805.0,5000.0,2015-10-16,15.0,Active,Medium Risk
Turksat 5A,Turkey,Commercial,Communications,GEO,35785.0,35788.0,3500.0,2021-01-08,30.0,Active,Medium Risk
Turksat 5B,Turkey,Commercial,Communications,GEO,198.0,68931.0,4500.0,2021-12-19,15.0,Active,Medium Risk
USA 146,USA,Military,Communications,GEO,35738.0,35834.0,3200.0,1999-11-24,4.0,Inactive (Archaeology),Medium Risk
USA 174,USA,Military,Communications,GEO,35786.0,35787.0,3200.0,2003-12-18,4.0,Inactive (Archaeology),Medium Risk
USA 108,USA,Military,Communications,GEO,35763.0,35775.0,3200.0,1995-01-29,4.0,Inactive (Archaeology),Medium Risk
USA 138,USA,Military,Communications,GEO,35772.0,35794.0,3206.0,1998-03-16,4.0,Inactive (Archaeology),Medium Risk
UK-DMC-2,United Kingdom,Government,Earth Observation,LEO,660.0,662.0,96.5,2009-07-29,5.0,Inactive (Archaeology),High Risk
Venµs,France/Israel,Government,Earth Observation,LEO,719.0,724.0,264.0,2017-08-01,4.5,Inactive (Archaeology),High Risk
ViaSat-1,USA,Commercial,Communications,GEO,35775.0,35796.0,6740.0,2011-10-19,15.0,Active,Medium Risk
ViaSat-2,USA,Commercial,Communications,GEO,35785.0,35787.0,6418.0,2017-06-01,14.0,Active,Medium Risk
Vinasat 1,Vietnam,Government,Communications,GEO,35782.0,35791.0,2600.0,2008-04-18,15.0,Inactive (Archaeology),Medium Risk
Vinasat 2,Vietnam,Government,Communications,GEO,35742.0,35776.0,2970.0,2012-05-15,15.0,Active,Medium Risk
VNREDSat 1A,Vietnam,Government,Earth Observation,LEO,682.0,685.0,115.0,2013-05-07,5.0,Inactive (Archaeology),High Risk
VRSS-1,Venezuela,Government,Earth Observation,LEO,622.0,654.0,880.0,2012-09-28,5.0,Inactive (Archaeology),High Risk
VRSS-2,Venezuela,Government,Earth Observation ,LEO,629.0,654.0,1000.0,2017-10-09,5.0,Inactive (Archaeology),High Risk
WFOV Testbed,USA,Military,Technology Development,LEO,36236.0,36343.0,3000.0,2022-07-01,3.0,Inactive (Archaeology),Medium Risk
USA 195,USA,Military,Communications,GEO,35783.0,35790.0,5900.0,2007-10-11,14.0,Inactive (Archaeology),Medium Risk
USA 291,USA,Military,Communications,GEO,35765.0,35795.0,5990.0,2019-03-16,14.0,Active,Medium Risk
USA 204,USA,Military,Communications,GEO,35786.0,35787.0,5987.0,2009-04-04,14.0,Inactive (Archaeology),Medium Risk
USA 211,USA,Military,Communications,GEO,35785.0,35786.0,5990.0,2009-12-06,14.0,Inactive (Archaeology),Medium Risk
USA 233,USA,Military,Communications,GEO,35785.0,35786.0,5990.0,2012-01-20,14.0,Active,Medium Risk
USA 243,USA,Military,Communications,GEO,35739.0,35784.0,5990.0,2013-05-25,14.0,Active,Medium Risk
USA 244,USA,Military,Communications,GEO,35772.0,35801.0,5990.0,2013-08-08,14.0,Active,Medium Risk
USA 263,USA,Military,Communications,GEO,35772.0,35801.0,5990.0,2015-07-24,14.0,Active,Medium Risk
USA 272,USA,Military,Communications,GEO,35770.0,35770.0,5990.0,2016-12-07,14.0,Active,Medium Risk
USA 275,USA,Military,Communications,GEO,35772.0,35801.0,5990.0,2017-03-17,14.0,Active,Medium Risk
WildBlue 1,USA,Commercial,Communications,GEO,35776.0,35796.0,4735.0,2006-12-08,12.0,Inactive (Archaeology),Medium Risk
WNISat-1,Japan,Commercial,Earth Observation,LEO,594.0,849.0,10.0,2013-11-21,2.0,Inactive (Archaeology),High Risk
Worldview 1,USA,Commercial,Earth Observation,LEO,491.0,494.0,4500.0,2007-09-18,7.25,Inactive (Archaeology),Medium Risk
Worldview 3,USA,Commercial,Earth Observation,LEO,612.0,614.0,2800.0,2014-08-13,12.0,Active,Medium Risk
X-Sat,Singapore,Government,Earth Observation,LEO,801.0,823.0,91.0,2011-04-20,3.0,Inactive (Archaeology),High Risk
XMM Newton,ESA,Government,Space Science,Elliptical,7079.0,114027.0,3764.0,1999-12-10,10.0,Inactive (Archaeology),Medium Risk
XTAR-EUR,Spain,Military/Government,Communications,GEO,35778.0,35792.0,3631.0,2005-02-12,15.0,Inactive (Archaeology),Medium Risk
Yahsat-1A,United Arab Emirates,Military/Commercial,Communications,GEO,35743.0,35823.0,5953.0,2011-04-22,15.0,Active,Medium Risk
Yamal-202,Russia,Commercial,Communications,GEO,35774.0,35796.0,1320.0,2003-11-24,12.0,Inactive (Archaeology),High Risk
